id,display,category,categoryMedium_mv,categoryPublication_mv,country_mv,dateCataloged,dateModified,dateOrigin,dateOriginComment_mv,displayAddition1,displayAddition2,displayName,filterDigital,filterMedium_mv,filterSource,filterType_mv,note,noteContent_mv,publisherOriginalText_mv,schemaVersion,source,subjectOther_mv,textualHolding_mv,title,titleOther_text_mv,url,website_description_mv,website_url_mv
DBIS1691,Notre Dame Philosophical Reviews,Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,,2020-08-18,2025-01-13,,,Fachbibliographie,2002-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Monatlich erscheinendes Rezensionsmagazin zu philosophischer Literatur,,0.16.0,AK,Rezensionen,2002-01-01,Notre Dame Philosophical Reviews,,https://www.dla-marbach.de/find/opac/id/DBIS1691,Zugang,http://ndpr.nd.edu/
DBIS1717,Africana Periodical Literature: Bibliographic Database,Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,,2020-08-18,2025-10-29,,,Fachbibliographie,,AfricaBib.org,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die bibliographische Aufsatzdatenbank zu regionaler Literatur über Afrika wird vom Institute for Economic Advancement (IEA) an der University of Arkansas in Little Rock gepflegt. <br />Sie enthält über 184.000 Artikel aus 800 meist englischsprachigen Zeitschriften (Stand: Dezember 2023). Jede Zeitschrift ist von ihrem Erscheinungsbeginn an ausgewertet. <a href=""http://www.africabib.org/aboutperio.htm"">Nähere Informationen zur Datenbank</a>.",AfricaBib.org,0.16.0,AK,Afrika,,Africana Periodical Literature: Bibliographic Database,,https://www.dla-marbach.de/find/opac/id/DBIS1717,Zugang,https://www.africabib.org/perio.htm
DBIS1741,Leibniz-Bibliographie,Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,,2020-08-18,2025-01-13,,,Fachbibliographie,1991-01-01,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Leibniz-Bibliographie bietet einen laufend aktualisierten Datenbestand von über 25.000 Titeln (Stand: 01/2013) aus drei Jahrhunderten Leibniz-Forschung. Nachgewiesen werden Titelnachweise von Monographien, Aufsätzen aus Zeitschriften und Sammelbänden, Rezensionen, umfangreicheren Zeitungsartikeln und vielem mehr. Enthalten sind alle Titelnachweise aus den gedruckten beiden Leibniz-Bibliographien.",,0.16.0,AK,Gottfried Wilhelm Leibniz␟Bibliografie,1991-01-01,Leibniz-Bibliographie,,https://www.dla-marbach.de/find/opac/id/DBIS1741,Zugang␟Zugang,http://www.leibniz-bibliographie.de/␟http://www.gwlb.de/nis/leibniz-bibliographie/
DBIS1753,Spiegel-Archiv,Digitale Nachschlagewerke,Online-Ressource,Zeitung,Deutschland,2020-08-18,2025-07-10,,,Zeitung,,Hamburg : Spiegel online GmbH; Spiegel-Verl. Augstein,True,Datenbank,Digitale Nachschlagewerke,Daten,Über die Titelbildgalerie (Inhaltsverzeichnisse) sind die Inhalte bis 2009 kostenlos zugänglich.<br />,"<ul>
<li>Kostenloses SPIEGEL-Archiv:<br />
Recherche in mehr als 700.000 Artikeln aus mehr als 60 Jahren SPIEGEL-Verlagsgeschichte: aus der gedruckten Ausgabe des Nachrichtenmagazins Der SPIEGEL, aus SPIEGEL Online und dem SPIEGEL-Länderlexikon sowie Uni-SPIEGEL, Kultur-SPIEGEL und SPIEGEL TV<br />
<b>Stöbern</b> Sie über die Inhaltsverzeichnisse im kompletten SPIEGEL-Archiv seit 1947.<br />
</li><li>Lexikon: rund 115.000 verifizierte lexikalische Artikel zur ersten Orientierung, inklusive 
Stöhrig Deutsche Rechtschreibung und Bertelsmann Deutsches Wörterbuch als Hilfe bei der Rechtschreibung und der Begriffserklärung 
</li><li>
Wikipedia: die größte freie Enzyklopädie im Netz mit mehr als 670.000 Stichwörtern
</li><li>Archiv von manager magazin und manager-magazin.de. 
</li></ul>
<br />
Über <a href=""https://www.spiegel.de/thema/"">Themen</a> sind die einzelnen Quellen und ihre Inhalte alphabetisch bzw. chronologisch aufrufbar.
<br />
Die SPIEGEL Wissen und SPIEGEL GESCHICHTE-Artikel sind im Online-Archiv i.d.R. nicht kostenlos enthalten.",Hamburg : Spiegel online GmbH; Spiegel-Verl. Augstein,0.16.0,AK,Politik␟Zeitschrift␟Zeitung,,Spiegel-Archiv,Spiegel␟Spiegel Online,https://www.dla-marbach.de/find/opac/id/DBIS1753,Zugang,https://www.spiegel.de/spiegel/print/
DBIS1776,OLC Benelux - Online Contents,Digitale Nachschlagewerke,Online-Ressource,"Aufsatzdatenbank, Fachbibliographie, National-, Regionalbibliographie",Niederlande,2020-08-18,2025-08-13,,,"Aufsatzdatenbank, Fachbibliographie, National-, Regionalbibliographie",1993-01-01,Verbundzentrale des GBV (VZG),True,Datenbank,Digitale Nachschlagewerke,Daten,,"<b>Online Contents Benelux</b> ist ein fachbezogener Auszug aus der Datenbank Online Contents, der laufend durch ausgewählte Zeitschriftentitel der zuständigen SSG-Bibliotheken der UB Münster und der USB Köln ergänzt wird.<br />
Zurzeit werden 308Zeitschriftentitel retrospektiv bis zum Erscheinungsjahr 1993 ausgewertet. Damit enthält die Datenbank derzeit über 288.000 Aufsätze und Rezensionen aus dem Fachgebiet Benelux (Stand: Juli 2023).<br />
Zu diesem Sondersammelgebiet gehören die niederländische und friesische Sprache, Literatur und Volkskunde (einschl. des Flämischen und Afrikaans), Geschichte (einschl. Sozialgeschichte und Wirtschaftsgeschichte), Politik, Verfassung, Verwaltung, Veröffentlichungen über Parteien, Gewerkschaften und ähnliche Verbände, Anthropogeographie und Länderkunde. <br />
Bestellungen über die Online-Fernleihe oder den Dokumentlieferdienst subito sind möglich!",Verbundzentrale des GBV (VZG),0.16.0,AK,Benelux␟Niederlande␟Niederlandistik␟Belgien␟Luxemburg␟Zeitschriftenaufsatz␟Bibliografie,1993-01-01,OLC Benelux - Online Contents,OLC Benelux␟Online Contents Benelux␟OLC-SSG Benelux␟Online Contents - SSG Benelux,https://www.dla-marbach.de/find/opac/id/DBIS1776,Zugang,https://kxp.k10plus.de/DB=2.85/
DBIS1786,"Catholic Encyclopedia, The",Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Sämtliche Artikel der Catholic Encyclopedia in 15 Bänden (1907-1914) sind im Volltext über ein alphabetisches Titelregister und mit einzelnen Verweisungen in den Artikeln verlinkt aufrufbar. Mit dem Anspruch angetreten, einen vollständigen Einblick in die katholische Welt zu geben, spiegelt sie die kirchliche Lage zu Beginn des 20. Jahrhunderts wider.",,0.16.0,AK,Katholische Kirche␟Wörterbuch,,"Catholic Encyclopedia, The",,https://www.dla-marbach.de/find/opac/id/DBIS1786,Zugang,http://www.newadvent.org/cathen/
DBIS1793,www.Bibliotheks-Glossar.de,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Verbundzentrale des GBV,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Dieses Wörterbuch enthält ca. 90.000 Fachbegriffe und Abkürzungen (unter anderen Zeitschriftenabkürzungen) aus der Welt des Buches, der Bibliothek und der EDV.",Verbundzentrale des GBV,0.16.0,AK,Bibliothekswesen␟Wörterbuch Englisch Deutsch␟Buchwesen␟Glossar,,www.Bibliotheks-Glossar.de,Bibliotheksglossar,https://www.dla-marbach.de/find/opac/id/DBIS1793,Zugang,http://www.bibliotheks-glossar.de/
DBIS1809,Deutsches Sprichwörter-Lexikon,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2026-02-02,2001.0,2001-01-01,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,"Directmedia Publishing GmbH, Berlin",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das »Deutsche Sprichwörter-Lexikon« wurde zwischen 1830 und 1880 von dem bekannten Pädagogen und Revolutionär Karl Friedrich Wilhelm Wander erarbeitet. Es umfasst in der von 1867 bis 1880 erschienenen Erstausgabe fünf Quartbände und enthält nicht weniger als 250.000 Sprichwörter (Deutsches Sprichwörter-Lexikon. Ein Hausschatz für das deutsche Volk. Herausgegeben von Karl Friedrich Wilhelm Wander, Band 1-5, Leipzig: F.A. Brockhaus, 1867, 1870, 1873, 1876, 1880. Reprints: Aalen: Scientia-Verlag, 1963; Darmstadt: Wissenschaftliche Buchgesellschaft, 1964; Kettwig: Akademische Verlagsanstalt Athenaion, 1987; Augsburg: Weltbild Verlag, 1987). Das Lexikon hat seinen Schwerpunkt im deutschsprachigen Raum, verzeichnet aber nicht nur deutsche Sprichwörter. Da es stets auch auf parallele Wendungen in anderen europäischen und außereuropäischen Sprachen hinweist, ist es eine der universellsten und vollständigsten Sprichwörtersammlungen überhaupt und in seinem Rang nur mit dem Grimmschen Wörterbuch zu vergleichen. <br />","Directmedia Publishing GmbH, Berlin",0.16.0,AK,Deutsch␟Sprichwort␟Wörterbuch,,Deutsches Sprichwörter-Lexikon,hrsg. von Karl Friedrich Wilhelm Wander␟Digitale Bibliothek ; 62,https://www.dla-marbach.de/find/opac/id/DBIS1809,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_dswl07a.cmm
DBIS1818,Gnomon Bibliographische Datenbank,Digitale Nachschlagewerke,Online-Ressource,Fachbibliographie,,2020-08-18,2025-06-02,,,Fachbibliographie,1925-01-01,"Katholische Universität Eichstätt, Lehrstuhl für Alte Geschichte",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Gnomon Bibliographische Datenbank (GBD) ist mit über 750.000 Einträgen eines der umfänglichsten Datenbanksysteme für Fachliteratur in den gesamten Altertumswissenschaften einschließlich der fachspezifischen Wissenschaftsgeschichte. Sie verzeichnet Monographien, Sammelbände mit den enthaltenen Beiträgen, Zeitschriftenaufsätze, Rezensionen und Fachlexika aus dem Zeitraum in allen einschlägigen Wissenschaftssprachen, die mit Hilfe eines umfänglichen, multilingualen Thesaurus (derzeit ca. 25.000 Schlagworte) detailliert recherchierbar sind. Ausgangspunkt bildet die gleichnamige Rezensionszeitschrift.
<br />
Die Datenbank steht mit ihrem kompletten Bestand frei zur Verfügung und wird monatlich aktualisiert.","Katholische Universität Eichstätt, Lehrstuhl für Alte Geschichte",0.16.0,AK,Alte Geschichte,1925-01-01,Gnomon Bibliographische Datenbank,Eichstätter Informationssystem für die Klassische Altertumswissenschaft␟Gnomon online,https://www.dla-marbach.de/find/opac/id/DBIS1818,Zugang,https://www.gbd.digital/gbd/
DBIS183,Zentrales Verzeichnis antiquarischer Bücher,Digitale Nachschlagewerke,Online-Ressource,Buchhandelsverzeichnis,,2019-01-01,2025-01-13,,,Buchhandelsverzeichnis,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Datenbank für den antiquarischen Buchhandel.

Hier finden Sie über 9 Millionen antiquarische Bücher, Noten, Graphiken und Postkarten von mehr als 1.500 Antiquariaten aus 20 Ländern.",,0.16.0,AK,Buchhandel␟Antiquariat,,Zentrales Verzeichnis antiquarischer Bücher,ZVAB,https://www.dla-marbach.de/find/opac/id/DBIS183,Zugang,https://www.zvab.com/
DBIS1862,Webis - Sammelschwerpunkte an Deutschen Bibliotheken / Fachinformationsdienste,Digitale Nachschlagewerke,Online-Ressource,"Bestandsverzeichnis, Portal",,2020-08-18,2025-06-16,,,"Bestandsverzeichnis, Portal",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Portal WEBIS verzeichnet die Verteilung von fachlichen Sammelschwerpunkten an deutschen Bibliotheken, die 
<ul>
<li>bis 2012 von der DFG im Rahmen des Sondersammelgebiet-Systems gefördert wurden
</li><li>von denen viele seit 2013 in die neue Form der <a href=""https://www.dfg.de/foerderung/programme/infrastruktur/lis/lis_foerderangebote/fachinfodienste_wissenschaft/index.html"">Fachinformationsdienste für die Wissenschaft (FIDs)</a> überführt bzw. ganz neu gebildet wurden. Als bundesweites System ergänzen die FIDs die Informationsinfrastrukturen der Hochschulen und Forschungseinrichtungen durch überregionale Dienstleistungen für den Spitzenbedarf. 
</li></ul>
WEBIS verzeichnet im Einzelnen: 
<ul>
<li>Informationen zum FID-System
</li><li>Die einzelnen FIDs
</li><li>FID-Einrichtungen
</li><li>Informationen zum SSG-System
</li><li>Die einzelnen ehemaligen SSGs
</li></ul>",,0.16.0,AK,Deutschland␟Bibliothek␟Fachinformationsdienst,,Webis - Sammelschwerpunkte an Deutschen Bibliotheken / Fachinformationsdienste,Fachinformationsdienste␟FID␟Sondersammelgebiete␟SSG,https://www.dla-marbach.de/find/opac/id/DBIS1862,Zugang,http://wikis.sub.uni-hamburg.de/webis/
DBIS1885,"Busch, Wilhelm: Gesammelte Werke",Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2026-01-22,2002.0,2002-01-01,Volltextdatenbank,,"Directmedia Publishing GmbH, Berlin",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Edition »Wilhelm Busch: Gesammelte Werke« vereint erstmals in diesem Umfang Werke und Briefe Wilhelm Buschs (18321908) in elektronischer Form.<br />
(Digitale Bibliothek ; 74) (Kleine digitale bibliothek ; <a href=""http://www.digitale-bibliothek.de/scripts/ts.dll?s=5&id=8245676D&mp=/art/3346/&sc=dkdb46.htm"">46</a>)","Directmedia Publishing GmbH, Berlin",0.16.0,AK,Werke␟Busch␟Wilhelm,,"Busch, Wilhelm: Gesammelte Werke",(Digitale Bibliothek ; 74)␟(Kleine digitale Bibliothek ; 46),https://www.dla-marbach.de/find/opac/id/DBIS1885,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_wbgw02a.cmm
DBIS1895,Familiar Quotations,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-10-29,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,Online-Ausgabe der 10. Ausgabe von John Bartletts Familiar quotations von 1919. Sie enthält über 11.000 Zitate aus Quellen der englischsprachigen Literaturgeschichte.,,0.16.0,AK,Zitatensammlung,,Familiar Quotations,"A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Literature",https://www.dla-marbach.de/find/opac/id/DBIS1895,Zugang,http://www.bartleby.com/100/
DBIS1926,"Nietzsche, Friedrich: Werke / hrsg. von Karl Schlechta",Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2026-01-28,,,Volltextdatenbank,,"Directmedia Publishing GmbH, Berlin",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die Edition basiert auf der Studienausgabe von Karl Schlechta, die Nietzsches philosophische Werke erstmals auf einer gesicherten Textgrundlage präsentierte und als die bis heute meistrezipierte Lese- und Studienausgabe gelten kann. Sie enthält sämtliche zu Lebzeiten erschienenen Schriften Nietzsches, alle wichtigen Werke aus dem Nachlass, eine kommentierte Auswahl seiner Briefe sowie eine instruktive Zeit- und Lebenstafel. Detaillierte Informationen über das Leben Nietzsches und die Entstehungsbedingungen seines Werkes bietet die in die Edition integrierte monumentale Nietzsche-Biographie von Curt Paul Janz. Sie macht die engen Zusammenhänge zwischen Leben und Werk Nietzsches verständlich und ist zugleich ein Kommentar zu seinen philosophischen Werken und kompositorischen Arbeiten. Zahlreiche Textdokumente und Abbildungen vervollständigen die Biographie dieses einflussreichsten Philosophen an der Schwelle des 20. Jahrhunderts.<br />
(Digitale Bibliothek ; 31)","Directmedia Publishing GmbH, Berlin",0.16.0,AK,Werke␟Nietzsche␟Friedrich,,"Nietzsche, Friedrich: Werke / hrsg. von Karl Schlechta",Mit der Biographie von Curt Paul Janz␟(Digitale Bibliothek ; 31),https://www.dla-marbach.de/find/opac/id/DBIS1926,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_fnwk03a.cmm
DBIS1931,Deutsches Wörterbuch von Jacob und Wilhelm Grimm im Internet,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,"Kompetenzzentrum - Trier Center for Digital Humanities, Universität Trier",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Das Deutsche Wörterbuch enthält in alphabetischer Ordnung den in der neuhochdeutschen Schriftsprache von der Mitte des 15. Jahrhunderts bis zur Gegenwart gebräuchlichen Wortschatz einschließlich der aus anderen Sprachen in das Deutsche entlehnten Wörter. Das Wörterbuch gibt die Etymologie sowie die Formen der Wörter an und beschreibt die landschaftliche Verbreitung innerhalb des deutschen Sprachgebietes. Soweit die jeweilige Wortgeschichte sie überliefert, werden auch die vorneuhochdeutschen Verwendungsweisen der Wörter, d. h. des mittelhochdeutschen und des althochdeutschen Zeitraums, bis zu den frühesten Bezeugungen in die Darstellung einbezogen.
<br /><br />
Die Digitalisierung des gedruckten Werkes mit über 350.000 Eintragungen wurde entwickelt im Fach Germanistik der Universität Trier in Zusammenarbeit mit dem          Kompetenzzentrum  für elektronische Erschließungs- und Publikationsverfahren in den Geisteswissenschaften und gefördert durch die DFG im Rahmen des Programms Retrospektive Digitalisierung von Bibliotheksbeständen.
Die Arbeiten sind noch nicht gänzlich abgeschlossen, so sind unter anderem das Quellenverzeichnis und die Suchmaske noch nicht verfügbar.","Kompetenzzentrum - Trier Center for Digital Humanities, Universität Trier",0.16.0,AK,Deutsch,,Deutsches Wörterbuch von Jacob und Wilhelm Grimm im Internet,"DWB␟Online-DWB␟Deutsche Wörterbuch von Jacob und Wilhelm Grimm auf CD-ROM und im Internet, Das",https://www.dla-marbach.de/find/opac/id/DBIS1931,Zugang,http://dwb.uni-trier.de/de/
DBIS1937,Stanford Encyclopedia of Philosophy,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,"The Metaphysics Research Lab, Stanford University",True,Datenbank,Digitale Nachschlagewerke,Daten,"<a target= _blank href = https://www.youtube.com/watch?v=YcRcTxrIfXs>Video-Tutorial</a>, <a target= _blank href = https://www.youtube.com/watch?v=QvcPG2v4pMo>Ausführliche Vorstellung der SEP</a> durch den Principal Editor","Die Stanford Encyclopedia of Philosophy (SEP)wurde 1995 als dynamisches Nachschlagewerk begründet, dynamisch deshalb, weil die vorhandenen  Artikel fortlaufend aktualisiert und ständig Artikel zu neuen Begriffen ergänzt werden.  Sie gilt als eines der besten frei zugänglichen philosophischen Internet-Lexika. Hauptherausgeber ist Edward N. Zalta von der Stanford University; er wird von einem Stab namhafter Fachwissenschaftler unterstützt  Alle Einträge, sowohl zu Personen als auch zu Sachbegriffen, werden von Fachwissenschaftlern erstellt und von den Herausgebern im peer-review-Verfahren vor der Veröffentlichung geprüft. Die SEP verfügte im Juli 2015 über rund 1500 Artikel.","The Metaphysics Research Lab, Stanford University",0.16.0,AK,Philosophie,,Stanford Encyclopedia of Philosophy,SEP,https://www.dla-marbach.de/find/opac/id/DBIS1937,Zugang,http://plato.stanford.edu/
DBIS1938,Mittelhochdeutsches Wörterbuch,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",Deutschland,2020-08-18,2025-01-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,Mainzer Akademie der Wissenschaften ; Universität Trier,True,Datenbank,Digitale Nachschlagewerke,Daten,,"MWB online bietet neben einer elektronischen Ausgabe der bereits im Druck publizierten Wörterbuchlieferungen (aktuell: MWB Bd. 1 und MWB Bd. 2 Doppellieferung 1/2, also a - geværlich) verschiedene weitere elektronische Materialien: eine umfassende Stichwortliste mit Verknüpfung in den Verbund der Vorgängerwörterbücher im Internet und in das elektronische Belegarchiv des MWB; das Quellenverzeichnis des MWB; und schließlich eine (zur Zeit noch in Entwicklung befindliche) Suchhilfe für Stichwörter, Wortformen und Quellenverzeichnis.",Mainzer Akademie der Wissenschaften ; Universität Trier,0.16.0,AK,Mittelhochdeutsch␟Wörterbuch,,Mittelhochdeutsches Wörterbuch,MWB Online␟Mittelhochdeutsche Wörterbücher Online␟Mittelhochdeutsche Wörterbücher im Verbund␟Mittelhochdeutsche Wörterbücher im Internet,https://www.dla-marbach.de/find/opac/id/DBIS1938,Zugang,http://www.mhdwb-online.de/
DBIS1947,Deutsche Literatur von Frauen,Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,Deutschland,2020-08-18,2026-01-23,2001.0,2001-01-01,Volltextdatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die CD-ROM-Edition »Deutsche Literatur von Frauen« bietet einen Längsschnitt durch das Werk von 62 Schriftstellerinnen vom zweiten Viertel des 17. Jahrhunderts bis in die Zeit der Weimarer Republik. Mit einem Gesamtumfang von gut 78.000 Bildschirmseiten ist sie die bei weitem umfangreichste Ausgabe von literarischen Texten deutscher Autorinnen, die jemals zusammenhängend publiziert worden ist.<br />
(Digitale Bibliothek ; 45)",,0.16.0,AK,Deutschland␟Frauenliteratur␟Biografie␟Anthologie␟Schriftstellerin␟Geschichte 1600-1933,,Deutsche Literatur von Frauen,von Catharina von Greiffenberg bis Franziska von Reventlow␟hrsg. von Mark Lehmstedt,https://www.dla-marbach.de/find/opac/id/DBIS1947,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_dlvf02a.cmm
DBIS1948,"Fontane, Theodor: Werke",Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2026-01-26,,,Volltextdatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Diese CD-ROM »Theodor Fontane: Werke« enthält:
<ul>
<li>Gedichte: Gedichte. Ausgabe letzter Hand (Lieder und Sprüche, Bilder und Balladen, Gelegenheits-Gedichte, Lieder und Balladen, frei nach dem Englischen)</li>
<li>Romane und Erzählungen: Vor dem Sturm - Grete Minde -
  LAdultera - Ellernklipp - Schach von Wuthenow - Graf Petöfy - Unterm Birnbaum - Cécile - Irrungen, Wirrungen - Stine - Quitt - Unwiederbringlich - Frau Jenny Treibel - Effi Briest - Die Poggenpuhls - Mathilde Möhring - Der
Stechlin</li>
<li>Reisebilder: Wanderungen durch die Mark Brandenburg
(Die Grafschaft Ruppin, Das Oderland, Havelland, Spreeland, Fünf Schlösser)</li>
<li>Autobiographische Schriften: Meine Kinderjahre - Mein
Erstling: Das Schlachtfeld von Groß-Beeren - Zwischen Zwanzig und Dreißig</li>
</ul>
(Digitale Bibliothek ; 6)",,0.16.0,AK,Fontane␟Theodor,,"Fontane, Theodor: Werke",Fontane: Werke,https://www.dla-marbach.de/find/opac/id/DBIS1948,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_font98a.cmm
DBIS195,Märchenlexikon (WWW),Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2019-01-01,2025-08-13,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Erstes Märchenlexikon im Internet: Verzeichnis mit rund 300 Märchentiteln mit abrufbaren Informationen zu Märchentypen, ausführlichen kulturgeschichtlichen Hinweisen und Angaben zu weiterführender Literatur.<br />
Umfangreiches elektronisches Verzeichnis von eTexten mit internationalen Märchen, Mythen, Epen, Sagen in Deutsch, Englisch und Französisch. Motiv- und Stichwortregister, strukturiertes Lexikon der Zaubermärchen sowie Motivregister.<br />
Integrierter Märchen- bzw. Motivsuch- und Lieferdienst (kostenpflichtig)",,0.16.0,AK,Märchen␟Wörterbuch␟Bibliografie,,Märchenlexikon (WWW),,https://www.dla-marbach.de/find/opac/id/DBIS195,Zugang,http://www.maerchenlexikon.de/inhalt.htm
DBIS1950,"Heine, Heinrich: Werke",Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2026-01-27,,,Volltextdatenbank,,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Diese CD-ROM »Heinrich Heine: Werke« enthält:
<ul>
<li>Gedichte: Buch der Lieder - Neue Gedichte - Romanzero 
- Gedichte. 1853 und 1854 - Nachlese zu den Gedichten</li>
<li>Versepen: Atta Troll - Deutschland. Ein Wintermärchen</li>
<li>Dramen: Almansor - William Ratcliff </li>
<li>Tanzpoeme: Die Göttin Diana - Der Doctor Faust</li>
<li>Reisebilder und Reisebriefe: Briefe aus Berlin - Über Polen - Reisebilder (Die Harzreise, Die Nordsee, Ideen. Das Buch Le Grand, Die Bäder von Lucca, Englische Fragmente u.a.)</li>
<li>Erzählende Prosa: Aus den Memoiren des Herren von Schnabelewopski - Florentinische Nächte - Der Rabbi von Bacherach</li>
<li>Essays über Deutschland: Die romantische Schule - Zur 
Geschichte der Religion und Philosophie in Deutschland - Elementargeister</li>
<li>Essays über Frankreich: Französische Maler - 
Französische Zustände - Über die französische Bühne - Lutetia</li>
<li>Aufsätze und Streitschriften: Verschiedenartige 
Geschichtsauffassung - Die Götter im Exil - Schriftstellernöten - Ludwig Börne. Eine Denkschrift - Shakespeares Mädchen und Frauen u.a.</li>
<li>Autobiographische Prosa: Geständnisse - Memoiren - Testament</li>
</ul>
Enthält auch die Monographie Heinrich Heine von Christian Liedtke.<br />
(Digitale Bibliothek ; 7)",,0.16.0,AK,Heine␟Heinrich,,"Heine, Heinrich: Werke",,https://www.dla-marbach.de/find/opac/id/DBIS1950,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_hein98a.cmm
DBIS1952,"Tucholsky, Kurt : Werke - Briefe - Materialien",Digitale Nachschlagewerke,Online-Ressource,Volltextdatenbank,,2020-08-18,2026-01-29,,,Volltextdatenbank,,"Directmedia Publishing GmbH, Berlin",True,Datenbank,Digitale Nachschlagewerke,Daten,,"Die CD-ROM enthält:
<ul>
<li>sämtliche Texte der zehnbändigen Ausgabe Kurt Tucholsky: Gesammelte Werke inklusive der beiden später erschienenen Ergänzungsbände</li>
<li>eine Auswahl von Tucholskys Briefen und Q-Tagebüchern</li>
<li>eine Einführung in Leben und Werk Kurt Tucholsky von Michael Hepp</li>
<li>ein kommentiertes Personenverzeichnis und Bilddokumente</li>
</ul>
(Digitale Bibliothek ; 15)","Directmedia Publishing GmbH, Berlin",0.16.0,AK,Werke␟Briefe␟Tucholsky␟Kurt,,"Tucholsky, Kurt : Werke - Briefe - Materialien",(Digitale Bibliothek ; 15),https://www.dla-marbach.de/find/opac/id/DBIS1952,Andere Zugangsbedingungen (im Intranet über den CD-ROM-Server verfügbar),https://cww-prod.dla-marbach.de/fileadmin/cmm/db_tuch98a.cmm
DBIS197,Internet Movie Database,Digitale Nachschlagewerke,Online-Ressource,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,2019-01-01,2025-06-18,,,"Wörterbuch, Enzyklopädie, Nachschlagwerk",,,True,Datenbank,Digitale Nachschlagewerke,Daten,,"Daten zu Filmen, von den Anfängen bis heute, teilweise mit Inhaltsangaben, technischen Angaben, Kommentaren, beteiligten Personen (teilweise mit Kurzbiographien und Filmographien) und vielen Links.",,0.16.0,AK,Film␟Bibliografie,,Internet Movie Database,IMDb␟IMDbPro.com,https://www.dla-marbach.de/find/opac/id/DBIS197,Zugang,https://www.imdb.com/search/
